;Title;Genre;Actors
236;The Host;Action, Adventure, Drama            ;Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger
237;Admission;Comedy, Drama, Romance            ;Tina Fey, Paul Rudd, Nat Wolff, Gloria Reuben
238;The Numbers Station;Action, Thriller            ;John Cusack, Malin Akerman, Liam Cunningham, Richard Brake
239;Trance;Crime, Drama, Mystery            ;James McAvoy, Rosario Dawson, Vincent Cassel, Danny Sapani
240;Olympus Has Fallen;Action, Thriller            ;Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett
241;Temptation: Confessions of a Marriage Counselor;Drama, Thriller            ;Jurnee Smollett-Bell, Vanessa Williams, Brandy Norwood, Kim Kardashian West
242;The Call;Crime, Drama, Horror            ;Halle Berry, Evie Thompson, Abigail Breslin, Morris Chestnut
243;G.I. Joe: Retaliation;;
244;Evil Dead;Fantasy, Horror, Thriller            ;Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci
245;The Incredible Burt Wonderstone;Comedy            ;Steve Carell, Luke Vanek, Steve Buscemi, Mason Cook
246;Dead Man Down;Action, Crime, Drama            ;Colin Farrell, Noomi Rapace, Dominic Cooper, Terrence Howard
247;21 & Over;Comedy            ;Miles Teller, Justin Chon, Jonathan Keltz, Sarah Wright
248;Jack the Giant Slayer;Adventure, Fantasy            ;Nicholas Hoult, Stanley Tucci, Ewan McGregor, Bill Nighy
249;Welcome to the Punch;Action, Crime, Thriller            ;James McAvoy, Mark Strong, Andrea Riseborough, Peter Mullan
250;Dark Skies;Horror, Sci-Fi, Thriller            ;Keri Russell, Jake Brennan, Josh Hamilton, Dakota Goyo
251;Snitch;Action, Drama, Thriller            ;Dwayne Johnson, Susan Sarandon, Jon Bernthal, Rafi Gavron
252;The Croods;Animation, Action, Adventure            ;Nicolas Cage, Ryan Reynolds, Emma Stone, Catherine Keener
253;Escape from Planet Earth;Animation, Adventure, Comedy            ;Brendan Fraser, Sarah Jessica Parker, Jessica Alba, Rob Corddry
254;Oz the Great and Powerful;Adventure, Family, Fantasy            ;James Franco, Michelle Williams, Rachel Weisz, Mila Kunis
255;Safe Haven;Drama, Romance, Thriller            ;Julianne Hough, Josh Duhamel, Cobie Smulders, David Lyons
256;Saving Lincoln;Biography, Drama, History            ;Tom Amandes, Lea Coco, Penelope Ann Miller, Bruce Davison
257;Identity Thief;Comedy, Crime, Drama            ;Jason Bateman, Melissa McCarthy, John Cho, Amanda Peet
258;A Good Day to Die Hard;Action, Thriller            ;Bruce Willis, Jai Courtney, Sebastian Koch, Mary Elizabeth Winstead
259;The Haunting in Connecticut 2: Ghosts of Georgia;Drama, Horror, Mystery            ;Abigail Spencer, Chad Michael Murray, Katee Sackhoff, Emily Alyn Lind
260;Side Effects;Crime, Drama, Mystery            ;Rooney Mara, Channing Tatum, Jude Law, Catherine Zeta-Jones
261;Jobs;Biography, Drama            ;Ashton Kutcher, Dermot Mulroney, Josh Gad, Lukas Haas
262;Lovelace;Biography, Drama            ;Amanda Seyfried, Peter Sarsgaard, Sharon Stone, Juno Temple
263;The Way Way Back;Comedy, Drama            ;Steve Carell, Toni Collette, Allison Janney, AnnaSophia Robb
264;Upstream Color;Drama, Sci-Fi            ;Amy Seimetz, Frank Mosley, Shane Carruth, Andrew Sensenig
265;Before Midnight;Drama, Romance            ;Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Ariane Labed
266;Stoker;Drama, Thriller            ;Mia Wasikowska, Nicole Kidman, Matthew Goode, Dermot Mulroney
267;The East;Adventure, Drama, Thriller            ;Brit Marling, Alexander Skarsgård, Ellen Page, Toby Kebbell
268;C.O.G.;Comedy, Drama            ;Jonathan Groff, Denis O'Hare, Corey Stoll, Dean Stockwell
269;Beautiful Creatures;Drama, Fantasy, Romance            ;Alice Englert, Viola Davis, Emma Thompson, Alden Ehrenreich
270;The Look of Love;Biography, Comedy, Drama            ;Steve Coogan, Matt Lucas, Anna Friel, Imogen Poots
271;Escape from Tomorrow;Drama, Fantasy, Horror            ;Roy Abramsohn, Elena Schuber, Katelynn Rodriguez, Jack Dalton
272;Sound City;Documentary, Music            ;Trent Reznor, Tom Petty, Mick Fleetwood, Vinny Appice
273;Hansel & Gretel: Witch Hunters;Action, Fantasy, Horror            ;Jeremy Renner, Gemma Arterton, Peter Stormare, Famke Janssen
274;Mama;Horror, Thriller            ;Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse
275;Warm Bodies;Comedy, Horror, Romance            ;Nicholas Hoult, Teresa Palmer, John Malkovich, Analeigh Tipton
276;I Give It a Year;Comedy, Romance            ;Rose Byrne, Rafe Spall, Alex Macqueen, Stephen Merchant
277;The Last Stand;Action, Thriller            ;Arnold Schwarzenegger, Forest Whitaker, Johnny Knoxville, Rodrigo Santoro
278;A Haunted House;Comedy, Fantasy            ;Marlon Wayans, Essence Atkins, Marlene Forte, David Koechner
279;Gangster Squad;Action, Crime, Drama            ;Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi
280;Movie 43;Comedy            ;Emma Stone, Stephen Merchant, Richard Gere, Liev Schreiber
281;Parental Guidance;Comedy, Family            ;Billy Crystal, Bette Midler, Marisa Tomei, Tom Everett Scott
282;This Is 40;Comedy, Romance            ;Paul Rudd, Leslie Mann, Maude Apatow, Iris Apatow
283;The Guilt Trip;Comedy, Drama            ;Barbra Streisand, Seth Rogen, Julene Renee, Zabryna Guevara
284;Sap ji sang ciu;Action, Adventure, Comedy            ;Jackie Chan, Qi Shu, Xingtong Yao, Sang-Woo Kwon
285;Django Unchained;Drama, Western            ;Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington
286;Zero Dark Thirty;Drama, Thriller            ;Jessica Chastain, Joel Edgerton, Chris Pratt, Mark Strong
287;Jack Reacher;Action, Crime, Thriller            ;Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog
288;Les Misérables;Drama, History, Musical            ;Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried
289;Playing for Keeps;Comedy, Romance, Sport            ;Gerard Butler, Jessica Biel, Dennis Quaid, Noah Lomax
290;Promised Land;Drama            ;Matt Damon, Frances McDormand, John Krasinski, Hal Holbrook
291;Silent Night;Comedy, Horror, Mystery            ;Malcolm McDowell, Jaime King, Donal Logue, Rick Skene
292;The Hobbit: An Unexpected Journey;Adventure, Family, Fantasy            ;Martin Freeman, Ian McKellen, Richard Armitage, Andy Serkis
293;A Glimpse Inside the Mind of Charles Swan III;Comedy            ;Charlie Sheen, Jason Schwartzman, Bill Murray, Katheryn Winnick
294;Bullet to the Head;Action, Crime, Thriller            ;Sylvester Stallone, Jason Momoa, Christian Slater, Sung Kang
295;The Twilight Saga: Breaking Dawn - Part 2;Adventure, Drama, Fantasy            ;Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli
296;Wreck-It Ralph;Animation, Adventure, Comedy            ;John C. Reilly, Jack McBrayer, Jane Lynch, Sarah Silverman
297;Hitchcock;Biography, Drama, Romance            ;Anthony Hopkins, Helen Mirren, Scarlett Johansson, Danny Huston
298;Tomorrow You're Gone;Thriller            ;Michelle Monaghan, Willem Dafoe, Stephen Dorff, Robert LaSardo
299;Silent Hill: Revelation;Horror            ;Adelaide Clemens, Kit Harington, Sean Bean, Carrie-Anne Moss
300;The Man with the Iron Fists;Action            ;Russell Crowe, Cung Le, Lucy Liu, RZA
301;Fun Size;Adventure, Comedy            ;Victoria Justice, Johnny Knoxville, Chelsea Handler, Ana Gasteyer
302;Chasing Mavericks;Biography, Drama, Sport            ;Jonny Weston, Gerard Butler, Elisabeth Shue, Abigail Spencer
303;Skyfall;Action, Adventure, Thriller            ;Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench
304;Cirque du Soleil: Worlds Away;Fantasy            ;Erica Linz, Igor Zaripov, Lutz Halbhubner, John Clarke
305;Paranormal Activity 4;Horror, Mystery, Thriller            ;Stephen Dunham, Katie Featherston, Matt Shively, Brendon Eggertsen
306;Alex Cross;Action, Crime, Mystery            ;Tyler Perry, Matthew Fox, Rachel Nichols, Edward Burns
307;Flight;Drama, Thriller            ;Denzel Washington, Nadine Velazquez, Don Cheadle, John Goodman
308;Would You Rather;Horror, Thriller            ;Brittany Snow, June Squibb, Jeffrey Combs, Jonny Coyne
309;Atlas Shrugged II: The Strike;Drama, Mystery, Sci-Fi            ;Samantha Mathis, Jason Beghe, Esai Morales, Patrick Fabian
310;Smiley;Comedy, Horror            ;Caitlin Gerard, Melanie Papalia, Shane Dawson, Andrew James Allen
311;The Story of Luke;Comedy, Drama            ;Lou Taylor Pucci, Jayne Eastwood, Pam Hyatt, Cary Elwes
312;Here Comes the Boom;Action, Comedy, Sport            ;Kevin James, Salma Hayek, Henry Winkler, Greg Germann
313;Rise of the Guardians;Animation, Action, Adventure            ;Hugh Jackman, Alec Baldwin, Isla Fisher, Chris Pine
314;Lincoln;Biography, Drama, History            ;Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt
315;Not Fade Away;Drama            ;John Magaro, Jack Huston, Will Brill, Brahm Vaccarella
316;Great Expectations;Drama, Romance            ;Toby Irvine, Ralph Fiennes, Jason Flemyng, Sally Hawkins
317;Stand Up Guys;Comedy, Crime, Thriller            ;Al Pacino, Christopher Walken, Alan Arkin, Julianna Margulies
318;Pitch Perfect;Comedy, Music, Romance            ;Anna Kendrick, Brittany Snow, Rebel Wilson, Anna Camp
319;Life of Pi;Adventure, Drama, Fantasy            ;Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu
320;Won't Back Down;Drama            ;Viola Davis, Maggie Gyllenhaal, Holly Hunter, Oscar Isaac
321;Red Dawn;Action, Adventure, Crime            ;Chris Hemsworth, Isabel Lucas, Josh Hutcherson, Josh Peck
322;House at the End of the Street;Drama, Horror, Thriller            ;Jennifer Lawrence, Elisabeth Shue, Max Thieriot, Gil Bellows
323;The Collection;Action, Horror, Thriller            ;Josh Stewart, Emma Fitzpatrick, Christopher McDonald, Randall Archer
324;Frankenweenie;Animation, Comedy, Family            ;Winona Ryder, Catherine O'Hara, Martin Short, Martin Landau
325;Trouble with the Curve;Drama, Sport            ;Clint Eastwood, Amy Adams, John Goodman, Justin Timberlake
326;A Dark Truth;Action, Thriller            ;Andy Garcia, Kim Coates, Deborah Kara Unger, Forest Whitaker
327;The ABCs of Death;Comedy, Horror            ;Ingrid Bolsø Berdal, Iván González, Kyra Zagorsky, Lucy Clements
328;Emperor;Drama, History, War            ;Matthew Fox, Colin Moy, Tommy Lee Jones, Eriko Hatsune
329;The Bay;Horror, Sci-Fi, Thriller            ;Will Rogers, Kristen Connolly, Kether Donohue, Frank Deal
330;Disconnect;Drama, Thriller            ;Jason Bateman, Jonah Bobo, Haley Ramm, Hope Davis
331;Last Ounce of Courage;Drama, War            ;Marshall R. Teague, Jennifer O'Neill, Rusty Joiner, Fred Williamson
332;The Lords of Salem;Horror, Thriller            ;Sheri Moon Zombie, Meg Foster, Bruce Davison, Jeff Daniel Phillips
333;The Perks of Being a Wallflower;Drama, Romance            ;Logan Lerman, Emma Watson, Ezra Miller, Paul Rudd
334;Cloud Atlas;Action, Drama, Mystery            ;Tom Hanks, Halle Berry, Hugh Grant, Hugo Weaving
335;End of Watch;Action, Crime, Drama            ;Jake Gyllenhaal, Michael Peña, Anna Kendrick, America Ferrera
336;Hotel Transylvania;Animation, Comedy, Family            ;Adam Sandler, Kevin James, Andy Samberg, Selena Gomez
337;The Brass Teapot;Comedy, Fantasy, Thriller            ;Juno Temple, Michael Angarano, Alexis Bledel, Billy Magnussen
338;The Place Beyond the Pines;Crime, Drama, Thriller            ;Ryan Gosling, Bradley Cooper, Eva Mendes, Craig Van Hook
339;Seven Psychopaths;Comedy, Crime            ;Colin Farrell, Woody Harrelson, Sam Rockwell, Christopher Walken
340;Taken 2;Action, Thriller            ;Liam Neeson, Famke Janssen, Maggie Grace, Leland Orser
341;Passion;Drama, Mystery, Thriller            ;Rachel McAdams, Noomi Rapace, Karoline Herfurth, Paul Anderson
342;Branded;Drama, Fantasy, Thriller            ;Ed Stoppard, Leelee Sobieski, Jeffrey Tambor, Ingeborga Dapkunaite
343;Looper;Action, Crime, Drama            ;Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano
344;The Company You Keep;Drama, Thriller            ;Robert Redford, Brit Marling, Stanley Tucci, Nick Nolte
345;Stolen;Action, Crime, Thriller            ;Nicolas Cage, Malin Akerman, Josh Lucas, Danny Huston
346;Spring Breakers;Crime, Drama            ;Vanessa Hudgens, Selena Gomez, Ashley Benson, Rachel Korine
347;Anna Karenina;Drama, Romance            ;Keira Knightley, Jude Law, Aaron Taylor-Johnson, Matthew Macfadyen
348;Resident Evil: Retribution;Action, Horror, Sci-Fi            ;Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer
349;To the Wonder;Drama, Romance            ;Ben Affleck, Olga Kurylenko, Javier Bardem, Rachel McAdams
350;Den skaldede frisør;Comedy, Drama, Romance            ;Pierce Brosnan, Trine Dyrholm, Molly Blixt Egelind, Sebastian Jessen
351;The Master;Drama            ;Philip Seymour Hoffman, Joaquin Phoenix, Amy Adams, Jesse Plemons
352;Argo;Biography, Drama, Thriller            ;Ben Affleck, Bryan Cranston, John Goodman, Alan Arkin
353;Ginger & Rosa;Drama            ;Elle Fanning, Alice Englert, Annette Bening, Oliver Platt
354;Hyde Park on Hudson;Biography, Comedy, Drama            ;Bill Murray, Laura Linney, Olivia Williams, Samuel West
355;The Possession;Horror, Mystery, Thriller            ;Natasha Calis, Jeffrey Dean Morgan, Kyra Sedgwick, Madison Davenport
356;Stories We Tell;Documentary            ;Michael Polley, John Buchan, Mark Polley, Joanna Polley
357;The Baytown Outlaws;Action, Comedy, Crime            ;Billy Bob Thornton, Eva Longoria, Thomas Brodie-Sangster, Clayne Crawford
358;The Oogieloves in the Big Balloon Adventure;Adventure, Family, Fantasy            ;Jaime Pressly, Cloris Leachman, Christopher Lloyd, Chazz Palminteri
359;American Mary;Drama, Horror            ;Katharine Isabelle, Antonio Cupo, Tristan Risk, David Lovgren
360;Vamps;Comedy, Horror, Romance            ;Alicia Silverstone, Krysten Ritter, Larry Wilmore, Bettina Bresnan
361;Erased;Action, Thriller            ;Aaron Eckhart, Nick Alachiotis, Liana Liberato, Olga Kurylenko
362;Premium Rush;Action, Thriller            ;Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Sean Kennedy
363;The Apparition;Horror, Thriller            ;Ashley Greene, Sebastian Stan, Tom Felton, Julianna Guill
364;Universal Soldier: Day of Reckoning;;
365;Cockneys vs Zombies;Action, Comedy, Horror            ;Rasmus Hardiker, Harry Treadaway, Michelle Ryan, Ashley Thomas
366;Upside Down;Drama, Fantasy, Romance            ;Jim Sturgess, Kirsten Dunst, Timothy Spall, Blu Mankuma
367;Mental;Comedy, Drama            ;Toni Collette, Anthony LaPaglia, Liev Schreiber, Rebecca Gibney
368;Sparkle;Drama, Music            ;Jordin Sparks Thomas, Carmen Ejogo, Whitney Houston, Derek Luke
369;The Odd Life of Timothy Green;Comedy, Drama, Family            ;Jennifer Garner, Joel Edgerton, CJ Adams, Odeya Rush
370;The Expendables 2;Action, Adventure, Thriller            ;Sylvester Stallone, Liam Hemsworth, Randy Couture, Jean-Claude Van Damme
371;Nitro Circus: The Movie;Documentary, Action, Comedy            ;Travis Pastrana, Tommy Passemante, Jeremy Rawle, Gregg Godfrey
372;Hope Springs;Comedy, Drama, Romance            ;Meryl Streep, Tommy Lee Jones, Steve Carell, Jean Smart
373;The Campaign;Comedy            ;Will Ferrell, Zach Galifianakis, Jason Sudeikis, Dylan McDermott
374;Diary of a Wimpy Kid: Dog Days;Comedy, Family            ;Zachary Gordon, Robert Capron, Devon Bostick, Steve Zahn
375;ParaNorman;Animation, Adventure, Comedy            ;Kodi Smit-McPhee, Anna Kendrick, Christopher Mintz-Plasse, Tucker Albrizzi
376;Total Recall;Action, Adventure, Sci-Fi            ;Colin Farrell, Bokeem Woodbine, Bryan Cranston, Kate Beckinsale
377;Hit and Run;Action, Comedy            ;Dax Shepard, Kristen Bell, Bradley Cooper, Kristin Chenoweth
378;The Sweeney;Action, Crime, Drama            ;Ray Winstone, Plan B, Hayley Atwell, Steven Mackintosh
379;The Bourne Legacy;Action, Adventure, Thriller            ;Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn
380;The Watch;Comedy, Sci-Fi            ;Ben Stiller, Vince Vaughn, Jonah Hill, Billy Crudup
381;Step Up Revolution;Drama, Music, Romance            ;Kathryn McCormick, Ryan Guzman, Cleopatra Coleman, Misha Gabriel Hamilton
382;Ruby Sparks;Comedy, Drama, Fantasy            ;Paul Dano, Zoe Kazan, Annette Bening, Antonio Banderas
383;The Dark Knight Rises;Action, Thriller            ;Christian Bale, Tom Hardy, Anne Hathaway, Gary Oldman
384;Bad Kids Go to Hell;Comedy, Mystery, Thriller            ;Cameron Deane Stewart, Ben Browder, Jeffrey Schmidt, Ali Faulkner
385;Dredd;Action, Crime, Sci-Fi            ;Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood
386;Ted;Comedy            ;Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale
387;Madea's Witness Protection;Comedy, Crime, Drama            ;Tyler Perry, Eugene Levy, Denise Richards, Tom Arnold
388;Storage 24;Action, Horror, Mystery            ;Noel Clarke, Colin O'Donoghue, Antonia Campbell-Hughes, Laura Haddock
389;Berberian Sound Studio;Drama, Horror, Thriller            ;Toby Jones, Antonio Mancino, Guido Adorni, Susanna Cappellaro
390;Ice Age: Continental Drift;Animation, Adventure, Comedy            ;Ray Romano, Denis Leary, John Leguizamo, Aziz Ansari
391;Katy Perry: Part of Me;Documentary, Music            ;Katy Perry, Adam Marcello, Casey Hooper, Patrick Matera
392;Savages;Crime, Drama, Thriller            ;Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively, Benicio Del Toro
393;Magic Mike;Comedy, Drama            ;Channing Tatum, Alex Pettyfer, Olivia Munn, Matthew McConaughey
394;Pusher;Crime, Thriller            ;Richard Coyle, Bronson Webb, Agyness Deyn, Zlatko Buric
395;Abraham Lincoln: Vampire Hunter;Action, Fantasy, Horror            ;Benjamin Walker, Rufus Sewell, Dominic Cooper, Anthony Mackie
396;Seeking a Friend for the End of the World;Adventure, Comedy, Drama            ;Steve Carell, Keira Knightley, Melanie Lynskey, Patton Oswalt
397;People Like Us;Comedy, Drama            ;Chris Pine, Elizabeth Banks, Michelle Pfeiffer, Olivia Wilde
